Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Hf (at.%)
X. L. Meng; W. Cai; Y. F. Zheng; Y. B. Rao and L. C. Zhao,Materials Letters,Two-way shape memory effect induced by martensite deformation and stabilization of martensite in Ti36Ni49Hf15 high temperature shape memory alloy,2003.0,191.0,281.0,49.0,Ni49.0Ti36.0Hf15.0 %,36.0,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,179.0,216.0,49.0,Ni49.0Ti36.0Hf15.0 %,36.0,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,192.0,182.0,49.0,Ni49.0Ti36.0Hf15.0 %,36.0,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,192.0,210.0,49.0,Ni49.0Ti36.0Hf15.0 %,36.0,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,190.0,188.0,49.0,Ni49.0Ti36.0Hf15.0 %,36.0,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,200.0,192.0,49.0,Ni49.0Ti36.0Hf15.0 %,36.0,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,199.0,202.0,49.0,Ni49.0Ti36.0Hf15.0 %,36.0,15.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,193.0,247.0,49.2,Ni49.2Ti29.7Hf21.1 %,29.7,21.1
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,200.0,220.0,49.2,Ni49.2Ti29.7Hf21.1 %,29.7,21.1
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,275.0,335.0,49.3,Ni49.3Ti26.3Hf24.4 %,26.3,24.4
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,360.0,385.0,49.3,Ni49.3Ti26.3Hf24.4 %,26.3,24.4
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution and stability of phases in a high temperature shape memory alloy Ni49.4Ti38.6Hf12,2014.0,195.0,180.0,49.4,Ni49.4Ti38.6Hf12.0 %,38.6,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution and stability of phases in a high temperature shape memory alloy Ni49.4Ti38.6Hf12,2014.0,200.0,224.0,49.4,Ni49.4Ti38.6Hf12.0 %,38.6,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution and stability of phases in a high temperature shape memory alloy Ni49.4Ti38.6Hf12,2014.0,190.0,180.0,49.4,Ni49.4Ti38.6Hf12.0 %,38.6,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution of microstructure and texture in Ni49.4Ti38.6Hf12 shape memory alloy during hot rolling,2013.0,199.0,245.0,49.4,Ni49.4Ti38.6Hf12.0 %,38.6,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution of microstructure and texture in Ni49.4Ti38.6Hf12 shape memory alloy during hot rolling,2013.0,197.0,215.0,49.4,Ni49.4Ti38.6Hf12.0 %,38.6,12.0
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Materials Science and Engineering: A,High-temperature shape memory alloys,2004.0,185.0,163.0,49.4,Ni49.4Ti35.900000000000006Hf14.7 %,35.9,14.7
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,88.0,110.0,49.4,Ni49.4Ti40.2Hf10.4 %,40.2,10.4
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,70.0,85.0,49.4,Ni49.4Ti40.2Hf10.4 %,40.2,10.4
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Scripta Materialia,Comparison of high temperature shape memory behaviour for ZrCu-based; Ti–Ni–Zr and Ti–Ni–Hf alloys,2004.0,187.0,162.0,49.42,Ni49.42Ti35.95Hf14.63 %,35.95,14.63
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,189.0,229.0,49.5,Ni49.5Ti35.5Hf15.0 %,35.5,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,192.0,234.0,49.5,Ni49.5Ti35.5Hf15.0 %,35.5,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,209.0,243.0,49.5,Ni49.5Ti35.5Hf15.0 %,35.5,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,226.0,254.0,49.5,Ni49.5Ti35.5Hf15.0 %,35.5,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,235.0,263.0,49.5,Ni49.5Ti35.5Hf15.0 %,35.5,15.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,98.0,164.0,49.5,Ni49.5Ti34.9Hf15.6 %,34.9,15.6
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,100.0,150.0,49.5,Ni49.5Ti34.9Hf15.6 %,34.9,15.6
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,95.0,148.0,49.5,Ni49.5Ti30.5Hf20.0 %,30.5,20.0
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,109.0,176.0,49.5,Ni49.5Ti30.5Hf20.0 %,30.5,20.0
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,285.0,328.0,49.5,Ni49.5Ti30.5Hf20.0 %,30.5,20.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,103.0,135.0,49.5,Ni49.5Ti34.9Hf15.6 %,34.9,15.6
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,108.0,128.0,49.5,Ni49.5Ti40.5Hf10.0 %,40.5,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,109.0,130.0,49.5,Ni49.5Ti40.5Hf10.0 %,40.5,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,108.0,130.0,49.5,Ni49.5Ti40.5Hf10.0 %,40.5,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,122.0,158.0,49.5,Ni49.5Ti40.5Hf10.0 %,40.5,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,116.0,145.0,49.5,Ni49.5Ti40.5Hf10.0 %,40.5,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,111.0,136.0,49.5,Ni49.5Ti40.5Hf10.0 %,40.5,10.0
Z. Zhang; J. Frenzel; K. Neuking and G. Eggeler,Materials Transactions,Vacuum induction melting of ternary NiTiX (X= Cu; Fe; Hf; Zr) shape memory alloys using graphite crucibles,2006.0,208.0,227.0,49.5,Ni49.5Ti35.5Hf15.0 %,35.5,15.0
Z. Zhang; J. Frenzel; K. Neuking and G. Eggeler,Materials Transactions,Vacuum induction melting of ternary NiTiX (X= Cu; Fe; Hf; Zr) shape memory alloys using graphite crucibles,2006.0,210.0,231.0,49.5,Ni49.5Ti35.5Hf15.0 %,35.5,15.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,129.0,147.0,49.6,Ni49.6Ti40.4Hf10.0 %,40.4,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,127.0,155.0,49.6,Ni49.6Ti40.4Hf10.0 %,40.4,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,130.0,148.0,49.6,Ni49.6Ti40.4Hf10.0 %,40.4,10.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,-44.0,-3.0,49.6,Ni49.6Ti45.2Hf5.2 %,45.2,5.2
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,-45.0,-25.0,49.6,Ni49.6Ti45.2Hf5.2 %,45.2,5.2
C. Zhao; Y. Jin; S. Zhao and Q. Hou,Vacuum,Crystallization and microstructural evolution of an amorphous Ni–Ti–Hf film,2017.0,68.0,135.0,49.78,Ni49.78Ti35.13Hf15.09 %,35.13,15.09
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,111.0,137.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,99.0,129.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,94.0,122.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,97.0,144.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,101.0,134.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,121.0,148.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,118.0,127.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,74.0,119.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,78.0,115.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,88.0,123.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,94.0,121.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,85.0,117.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,86.0,119.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,88.0,119.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,85.0,137.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,92.0,135.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,102.0,149.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,97.0,136.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,90.0,116.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,84.0,115.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,130.0,178.0,49.8,Ni49.8Ti40.2Hf10.0 %,40.2,10.0
K. Chastaing; P. Vermaut; P. Ochin; C. Segui; J. Y. Laval and R. Portier,Materials Science and Engineering: A,Effect of Cu and Hf additions on NiTi martensitic transformation,2006.0,119.0,130.0,49.8,Ni49.8Ti40.2Hf10.0 %,40.2,10.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,69.0,111.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,90.0,118.0,49.8,Ni49.8Ti40.7Hf9.5 %,40.7,9.5
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,96.0,88.0,49.8,Ni49.8Ti40.7Hf9.5 %,40.7,9.5
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,123.0,133.0,49.8,Ni49.8Ti39.2Hf11.0 %,39.2,11.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,123.0,94.0,49.8,Ni49.8Ti39.2Hf11.0 %,39.2,11.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,136.0,140.0,49.8,Ni49.8Ti35.2Hf15.0 %,35.2,15.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,176.0,132.0,49.8,Ni49.8Ti35.2Hf15.0 %,35.2,15.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,174.0,200.0,49.8,Ni49.8Ti30.2Hf20.0 %,30.2,20.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,256.0,188.0,49.8,Ni49.8Ti30.2Hf20.0 %,30.2,20.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,127.0,142.0,49.8,Ni49.8Ti40.2Hf10.0 %,40.2,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,132.0,169.0,49.8,Ni49.8Ti40.2Hf10.0 %,40.2,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,126.0,148.0,49.8,Ni49.8Ti40.2Hf10.0 %,40.2,10.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,95.0,138.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,80.0,124.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,74.0,111.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,72.0,112.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,71.0,112.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,70.0,114.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,72.0,117.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,73.0,127.0,49.8,Ni49.8Ti34.4Hf15.8 %,34.4,15.8
F. Dalle; G. Despert; P. Vermaut; R. Portier; A. Dezellus; P. Plaindoux and P. Ochin,Materials Science and Engineering: A,Ni49.8Ti42.2Hf8 shape memory alloy strips production by the twin roll casting technique,2003.0,76.0,112.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,83.0,85.0,49.8,Ni49.8Ti48.2Hf2.0 %,48.2,2.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,86.0,96.0,49.8,Ni49.8Ti46.2Hf4.0 %,46.2,4.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,91.0,108.0,49.8,Ni49.8Ti44.2Hf6.0 %,44.2,6.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,111.0,145.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,128.0,165.0,49.8,Ni49.8Ti40.2Hf10.0 %,40.2,10.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,142.0,176.0,49.8,Ni49.8Ti39.2Hf11.0 %,39.2,11.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,207.0,239.0,49.8,Ni49.8Ti35.2Hf15.0 %,35.2,15.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,300.0,323.0,49.8,Ni49.8Ti30.2Hf20.0 %,30.2,20.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,90.0,118.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,92.0,121.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,98.0,113.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,91.0,114.0,49.8,Ni49.8Ti42.2Hf8.0 %,42.2,8.0
